GR-IDENTIFICACAO-UORG;IT-NO-UNIDADE-ORGANIZACIONAL;IT-SG-UNIDADE-ORGANIZACIONAL;IT-SG-UF;GR-CEST-IDENTIFICACAO-UPAG;IT-CO-UORG-VINCULACAO
33200000001709;SRTE-MA;SRTE-MA;MA;33200000001094;33200000000001
33200000000848;MTE/SRTE-MG;SRTE-MG;MG;33200000001094;33200000000001
33200000000057;SRTE NO ESTADO DO MATO GROSSO DO SUL;SRTE-MS;MS;33200000001094;33200000000001
33200000001704;SRTE-MS;SRTE-MS;MS;33200000001094;33200000000001
33200000000799;SRTE NO ESTADO DE MATO GROSSO;SRTE-MT;MT;33200000001094;33200000000001
33200000001554;SRTE-MT;SRTE-MT;MT;33200000001094;33200000000001
33200000000953;MTE/SRTE-PA;SRTE-PA;PA;33200000001094;33200000000001
33200000000253;SRTE NO ESTADO DA PARAIBA;SRTE-PB;PB;33200000001094;33200000000001
33200000001553;SRTE-PB;SRTE-PB;PB;33200000001094;33200000000001
33200000000578;MTE/SRTE-PE;SRTE-PE;PE;33200000001094;33200000000001
33200000000702;SRTE NO ESTADO DO PIAUI;SRTE-PI;PI;33200000001094;33200000000001
33200000001705;SRTE-PI;SRTE-PI;PI;33200000001094;33200000000001
33200000000726;MTE/SRTE-PR;SRTE-PR;PR;33200000001094;33200000000001
33200000000412;MTE/SRTE-RJ;SRTE-RJ;RJ;33200000001094;33200000000001
33200000001032;SRTE NO ESTADO DO RIO GRANDE DO NORTE;SRTE-RN;RN;33200000001094;33200000000001
33200000001710;SRTE-RN;SRTE-RN;RN;33200000001094;33200000000001
33200000000556;SRTE NO ESTADO DE RONDONIA;SRTE-RO;RO;33200000001094;33200000000001
33200000001555;SRTE-RO;SRTE-RO;RO;33200000001094;33200000000001
33200000000276;SRTE NO ESTADO DE RORAIMA;SRTE-RR;RR;33200000001094;33200000000001
33200000001691;MTE/SRTE-RR;SRTE-RR;RR;33200000001094;33200000000001
33200000000199;MTE/SRTE-RS;SRTE-RS;RS;33200000001094;33200000000001
33200000000134;MTE/SRTE-SC;SRTE-SC;SC;33200000001094;33200000000001
33200000000177;SRTE NO ESTADO DE SERGIPE;SRTE-SE;SE;33200000001094;33200000000001
33200000001693;SRTE-SE;SRTE-SE;SE;33200000001094;33200000000001
33200000000297;MTE/SRTE-SP;SRTE-SP;SP;33200000001094;33200000000001
33200000000037;SRTE NO ESTADO DE TOCANTINS;SRTE-TO;TO;33200000001094;33200000000001
33200000001701;SRTE-TO;SRTE-TO;TO;33200000001094;33200000000001
33200000001235;SERV SUPORTE INVESTIGACOES CORRECIONAIS;SSIC;DF;33200000001094;33200000001231
33200000000047;SETOR DE SUPORTE E ATENDIMENTO AO TRABAL;STRAB-AC;TO;33200000001094;33200000000037
33200000000627;SETOR DE SUPORTE E ATENDIMENTO AO TRABAL;STRAB-AC;AC;33200000001094;33200000000625
33200000001793;STRAB-AC;STRAB-AC;AC;33200000001094;33200000001703
33200000000839;SETOR DE SUPORTE E ATENDIMENTO AO TRABAL;STRAB-AL;AL;33200000001094;33200000000825
33200000001761;STRAB-AL;STRAB-AL;AL;33200000001094;33200000001686
33200000000132;SETOR DE SUPORTE E ATENDIMENTO AO TRABAL;STRAB-AP;AP;33200000001094;33200000000116
33200000001795;STRAB-AP;STRAB-AP;AP;33200000001094;33200000001708
33200000000695;SETOR DE SUPORTE E ATENDIMENTO AO TRABAL;STRAB-DF;DF;33200000001094;33200000000677
33200000001805;STRAB-DF;STRAB-DF;DF;33200000001094;33200000001550
33200000000775;SETOR DE SUPORTE E ATENDIMENTO AO TRABAL;STRAB-MA;MA;33200000001094;33200000000770
33200000001789;STRAB-MA;STRAB-MA;MA;33200000001094;33200000001709
33200000000062;SETOR DE SUPORTE E ATENDIMENTO AO TRABAL;STRAB-MS;MS;33200000001094;33200000000057
33200000001821;STRAB-MS;STRAB-MS;MS;33200000001094;33200000001704
33200000000815;SETOR DE SUPORTE E ATENDIMENTO AO TRABAL;STRAB-MT;MT;33200000001094;33200000000799
33200000001781;STRAB-MT;STRAB-MT;MT;33200000001094;33200000001554
33200000000264;SETOR DE SUPORTE E ATENDIMENTO AO TRABAL;STRAB-PB;PB;33200000001094;33200000000253
33200000001743;STRAB-PB;STRAB-PB;PB;33200000001094;33200000001553
33200000000715;SETOR DE SUPORTE E ATENDIMENTO AO TRABAL;STRAB-PI;PI;33200000001094;33200000000702
33200000001757;STRAB-PI;STRAB-PI;PI;33200000001094;33200000001705
33200000001043;SETOR DE SUPORTE E ATENDIMENTO AO TRABAL;STRAB-RN;RN;33200000001094;33200000001032
33200000001739;STRAB-RN;STRAB-RN;RN;33200000001094;33200000001710
33200000000557;SETOR SETOR DE SUP E ATEND AO TRAB;STRAB-RO;RO;33200000001094;33200000000556
33200000001768;STRAB-RO;STRAB-RO;RO;33200000001094;33200000001555
33200000001801;MTE/SRTE-RR/STRAB-RR;STRAB-RR;RR;33200000001094;33200000001691
33200000000194;SETOR DE SUPORTE E ATENDIMENTO AO TRABAL;STRAB-SE;SE;33200000001094;33200000000177
33200000001817;STRAB-SE;STRAB-SE;SE;33200000001094;33200000001693
33200000000040;MTE/SRTE-TO/SPT-TO;STRAB-TO;TO;33200000001094;33200000001701
33200000001784;STRAB-TO;STRAB-TO;TO;33200000001094;33200000001701
33200000001130;MTE/SE/DLOC/CGRL/COADS/DIGES/SETRAN;STRAN;DF;33200000001094;33200000001922

